"country","city","type","canonical","osm","current_russian","current_english","needs_russian","needs_english","translation_russian","translation_english","review_status"
"KG","kadamjay","street","улица Кунгой","way:206130551","улица Кунгой","","","yes","ул. Кунгой","Kungoy St.","accepted"
"KG","kadamjay","street","улица Металлург","way:206536118","улица Металлург","","","yes","ул. Металлург","Metallurg St.","accepted"
"KG","kadamjay","street","улица Мусабай Исажанов","way:575304886","улица Мусабай Исажанов | улица Мусабая Исажанова","","","yes","ул. Мусабай Исажанов | ул. Мусабая Исажанова","Musabay Isazhanov St. | Musabaya Isazhanova St.","accepted"
"KG","kadamjay","street","Улица Нияз","way:206536244","Улица Нияз","","","yes","ул. Нияз","Niyaz St.","accepted"
"KG","kadamjay","street","улица С.Тешеева","way:375492598","улица С.Тешеева","","","yes","ул. С.Тешеева","S.Tesheeva St.","accepted"
"KG","kadamjay","street","Чимён кучаси","way:379366432;way:379366434","Чимён кучаси | Чимён улица","","","yes","ул. Чимён","Chimyon St.","accepted"
"KG","kadamjay","street","Ынтымак улица","way:697275499","Ынтымак улица","","","yes","ул. Ынтымак","Yntymak St.","accepted"
"KG","kadamjay","street","Alisher Navoiy ko'chasi","way:1474909932","","Alisher Navoiy ko'chasi","yes","","ул. Алишер Навои","Alisher Navoiy St.","accepted"
"KG","kadamjay","street","Arab ko'chasi","way:461091159","","Arab ko'chasi","yes","","ул. Араб","Arab St.","accepted"
"KG","kadamjay","street","Bahor ko'chasi","way:700264675","","Bahor ko'chasi","yes","","ул. Бахор","Bahor St.","accepted"
"KG","kadamjay","street","Bo'ston ko'chasi","way:1488023208;way:380585286;way:393245935;way:393248355","","Bo'ston ko'chasi","yes","","ул. Бустон","Bo'ston St.","accepted"
"KG","kadamjay","street","Charag'on ko'chasi","way:575530465","","Charag'on ko'chasi","yes","","ул. Чарагон","Charag'on St.","accepted"
"KG","kadamjay","street","Davon ko'chasi","way:1474880699","","Davon ko'chasi","yes","","ул. Давон","Davon St.","accepted"
"KG","kadamjay","street","Elobod ko'chasi","way:390109713","","Elobod ko'chasi","yes","","ул. Елобод","Elobod St.","accepted"
"KG","kadamjay","street","Faxr ko'chasi","way:63863010","","Faxr ko'chasi","yes","","ул. Фахр","Faxr St.","accepted"
"KG","kadamjay","street","Marg'ilon ko'chasi","way:1474868340;way:386434227","","Marg'ilon ko'chasi","yes","","ул. Маргилон","Marg'ilon St.","accepted"
"KG","kadamjay","street","Mindon ko'chasi","way:22929333;way:373715802","","Mindon ko'chasi","yes","","ул. Миндон","Mindon St.","accepted"
"KG","kadamjay","street","Oriyat Ko'chasi","way:1495600011","","Oriyat Ko'chasi","yes","","ул. Орият","Oriyat St.","accepted"
"KG","kadamjay","street","Peshvozov ko'chasi","way:379353565","","Peshvozov ko'chasi","yes","","ул. Пешвозов","Peshvozov St.","accepted"
"KG","kadamjay","street","Qizilqo'rgon ko'chasi","way:890874029","","Qizilqo'rgon ko'chasi","yes","","ул. Кизилкургон","Qizilqo'rgon St.","accepted"
"KG","kadamjay","street","Ulug'bek ko'chasi","way:1475073376","","Ulug'bek ko'chasi","yes","","ул. Улугбек","Ulug'bek St.","accepted"
"KG","kadamjay","street","Xo'roba ko'chasi","way:1475082481","","Xo'roba ko'chasi","yes","","ул. Хуроба","Xo'roba St.","accepted"
"KG","kadamjay","street","Zarbdor ko'chasi","way:340288550","","Zarbdor ko'chasi","yes","","ул. Зарбдор","Zarbdor St.","accepted"
"KG","kant","local_area","2 микрорайон","node:2010157769","2 кичирайону | 2 микрорайон","","","yes","2 кичирайону | мкр. 2","2 kichirayonu | 2 Microdist.","accepted"
"KG","kant","local_area","Биринчи Май","way:120679428","Биринчи Май | Первомайское | Якуми май","","","yes","Биринчи Май | Первомайское | Якуми май","Birinchi May | Pervomayskoe | Yakumi may","accepted"
"KG","kant","local_area","Гагарин","way:183250519","Гагарин | Село имени Гагарина","","","yes","Гагарин | Село имени Гагарина","Gagarin | Selo imeni Gagarina","accepted"
"KG","kant","local_area","МТФ","way:183253972","МТФ","","","yes","МТФ","MTF","accepted"
"KG","kant","local_area","Новостройка","way:540601938","Новостройка","","","yes","Новостройка","Novostroyka","accepted"
"KG","kant","street","1-Май көчөсү","way:52473855;way:52473860;way:56801572;way:56801586;way:56801587","1-Май көчөсү","","","yes","ул. 1-Май","1-May St.","accepted"
"KG","kant","street","50 жыл Октябрь көчөсү","way:52445728","50 жыл Октябрь көчөсү","","","yes","ул. 50 жыл Октябрь","50 zhyl Oktyabr St.","accepted"
"KG","kant","street","Абдраимов көчөсү","way:52426319;way:52426323","Абдраимов көчөсү | Дзержинский көчөсү","","","yes","ул. Абдраимов | ул. Дзержинский","Abdraimov St. | Dzerzhinskiy St.","accepted"
"KG","kant","street","Абдраимова","way:197320335;way:99276917","Абдраимова","","","yes","Абдраимова","Abdraimova","accepted"
"KG","kant","street","Абдраимова улица","way:1218174863;way:1218174864","Абдраимова улица | Дзержинский көчөсү","","","yes","ул. Абдраимова | ул. Дзержинский","Abdraimova St. | Dzerzhinskiy St.","accepted"
"KG","kant","street","Авизов көчөсү","way:52490897","Авизов көчөсү","","","yes","ул. Авизов","Avizov St.","accepted"
"KG","kant","street","Адиковой улица","way:180702688","Адиковой улица","","","yes","ул. Адиковой","Adikovoy St.","accepted"
"KG","kant","street","Аилчинова көчөсү","way:452967285","Аилчинова көчөсү","","","yes","ул. Аилчинова","Ailchinova St.","accepted"
"KG","kant","street","Айдарова улица","way:50832687","Айдарова улица","","","yes","ул. Айдарова","Aydarova St.","accepted"
"KG","kant","street","Айтматов көчөсү","way:180702698;way:331080896","Айтматов көчөсү","","","yes","ул. Айтматов","Aytmatov St.","accepted"
"KG","kant","street","Аламанов көчөсү","way:204628109","Аламанов көчөсү","","","yes","ул. Аламанов","Alamanov St.","accepted"
"KG","kant","street","Алматы көчөсү","way:194876483","Алматы көчөсү","","","yes","ул. Алматы","Almaty St.","accepted"
"KG","kant","street","Аманкулов көчөсү","way:1549907261;way:451339263","Аманкулов көчөсү","","","yes","ул. Аманкулов","Amankulov St.","accepted"
"KG","kant","street","Асан Жошкунов көчөсү","way:180702676","Асан Жошкунов көчөсү","","","yes","ул. Асан Жошкунов","Asan Zhoshkunov St.","accepted"
"KG","kant","street","Асылбека Ишимбаева","way:52426330","Асылбека Ишимбаева","","","yes","Асылбека Ишимбаева","Asylbeka Ishimbaeva","accepted"
"KG","kant","street","Бакы көчөсү","way:197334801","Бакы көчөсү","","","yes","ул. Бакы","Baky St.","accepted"
"KG","kant","street","Бакытбек Эгенбердиев көчөсү","way:52445734","Бакытбек Эгенбердиев көчөсү","","","yes","ул. Бакытбек Эгенбердиев","Bakytbek Egenberdiev St.","accepted"
"KG","kant","street","Батыш көчөсү","way:52445672;way:52445676;way:52504079;way:52504096","Батыш көчөсү","","","yes","ул. Батыш","Batysh St.","accepted"
"KG","kant","street","Бегалиев көчөсү","way:163101994;way:70749532","Бегалиев көчөсү","","","yes","ул. Бегалиев","Begaliev St.","accepted"
"KG","kant","street","Безымянная улица","way:52441579","Безымянная улица","","","yes","ул. Безымянная","Bezymyannaya St.","accepted"
"KG","kant","street","Бекмуратов көчөсү","way:52445671;way:52445703;way:52445713","Бекмуратов көчөсү","","","yes","ул. Бекмуратов","Bekmuratov St.","accepted"
"KG","kant","street","Бекназаров көчөсү","way:180702673","Бекназаров көчөсү","","","yes","ул. Бекназаров","Beknazarov St.","accepted"
"KG","kant","street","Белека Токонова улица","way:180702678","Белека Токонова улица","","","yes","ул. Белека Токонова","Beleka Tokonova St.","accepted"
"KG","kant","street","Белинский көчөсү","way:186531973;way:186531977;way:52566383;way:52578042","Белинский көчөсү","","","yes","ул. Белинский","Belinskiy St.","accepted"
"KG","kant","street","Белинского улица","way:52566399","Белинского улица","","","yes","ул. Белинского","Belinskogo St.","accepted"
"KG","kant","street","Береговая улица","way:451726025","Береговая улица","","","yes","ул. Береговая","Beregovaya St.","accepted"
"KG","kant","street","Бирюков көчөсү","way:52578063","Бирюков көчөсү","","","yes","ул. Бирюков","Biryukov St.","accepted"
"KG","kant","street","Больничный переулок","way:52445719","Больничный переулок","","","yes","пер. Больничный","Bolnichnyy Ln.","accepted"
"KG","kant","street","Борбордук көчөсү","way:179918977;way:181991035;way:52490882;way:52490894","Борбордук көчөсү | Центральный көчөсү","","","yes","ул. Борбордук | ул. Центральный","Borborduk St. | Tsentralnyy St.","accepted"
"KG","kant","street","Бөкөнбаев көчөсү","way:52445733;way:70749529;way:70749547","Бөкөнбаев көчөсү","","","yes","ул. Бөкөнбаев","Bokonbaev St.","accepted"
"KG","kant","street","Братьев Пиндюриных улица","way:56801546;way:56801584;way:56801596","Братьев Пиндюриных улица","","","yes","ул. Братьев Пиндюриных","Bratev Pindyurinykh St.","accepted"
"KG","kant","street","Будённый көчөсү","way:192897025;way:192897028","Будённый көчөсү","","","yes","ул. Будённый","Budyonnyy St.","accepted"
"KG","kant","street","Буслаев көчөсү","way:849124690","Буслаев көчөсү","","","yes","ул. Буслаев","Buslaev St.","accepted"
"KG","kant","street","Ваккер көчөсү","way:361515318;way:52445674;way:52445686","Ваккер көчөсү","","","yes","ул. Ваккер","Vakker St.","accepted"
"KG","kant","street","Валиханов көчөсү","way:197314101","Валиханов көчөсү","","","yes","ул. Валиханов","Valikhanov St.","accepted"
"KG","kant","street","Ванахун көчөсү","way:52441561;way:52504083","Ванахун көчөсү","","","yes","ул. Ванахун","Vanakhun St.","accepted"
"KG","kant","street","Ватутин көчөсү","way:52445702","Ватутин көчөсү","","","yes","ул. Ватутин","Vatutin St.","accepted"
"KG","kant","street","Верхняя улица","way:52504064","Верхняя улица","","","yes","ул. Верхняя","Verkhnyaya St.","accepted"
"KG","kant","street","Вишневый переулок","way:52441565","Вишневый переулок","","","yes","пер. Вишневый","Vishnevyy Ln.","accepted"
"KG","kant","street","ВЛКСМ 60 жыл көчөсү","way:52441568","ВЛКСМ 60 жыл көчөсү","","","yes","ул. ВЛКСМ 60 жыл","VLKSM 60 zhyl St.","accepted"
"KG","kant","street","Ворошилов көчөсү","way:52445706","Ворошилов көчөсү","","","yes","ул. Ворошилов","Voroshilov St.","accepted"
"KG","kant","street","Гагарин көчөсү","way:132503756;way:180702713;way:197474137;way:197474138;way:198105539;way:456177549;way:52426313;way:52445690;way:52445700;way:52490879;way:52578045","Гагарин көчөсү","","","yes","ул. Гагарин","Gagarin St.","accepted"
"KG","kant","street","Гайдар көчөсү","way:194875347","Гайдар көчөсү","","","yes","ул. Гайдар","Gaydar St.","accepted"
"KG","kant","street","Гастелло көчөсү","way:175585110;way:52445678","Гастелло көчөсү","","","yes","ул. Гастелло","Gastello St.","accepted"
"KG","kant","street","Гейдар Алиев көчөсү","way:52426340","Гейдар Алиев көчөсү","","","yes","ул. Гейдар Алиев","Geydar Aliev St.","accepted"
"KG","kant","street","Герцен көчөсү","way:149506626;way:194878662","Герцен көчөсү","","","yes","ул. Герцен","Gertsen St.","accepted"
"KG","kant","street","Герцен тар көчөсү","way:52504100","Герцен тар көчөсү","","","yes","ул. Герцен тар","Gertsen tar St.","accepted"
"KG","kant","street","Герцена улица","way:1219797021","Герцена улица","","","yes","ул. Герцена","Gertsena St.","accepted"
"KG","kant","street","Гризодубов көчөсү","way:52426338","Гризодубов көчөсү","","","yes","ул. Гризодубов","Grizodubov St.","accepted"
"KG","kant","street","Дачная улица","way:175588251;way:52445699","Дачная улица | Дачный көчөсү","","","yes","ул. Дачная | ул. Дачный","Dachnaya St. | Dachnyy St.","accepted"
"KG","kant","street","Дзержинский көчөсү","way:52504058;way:52504067","Дзержинский көчөсү","","","yes","ул. Дзержинский","Dzerzhinskiy St.","accepted"
"KG","kant","street","Диваз көчөсү","way:52490889","Диваз көчөсү","","","yes","ул. Диваз","Divaz St.","accepted"
"KG","kant","street","Дооталиев көчөсү","way:132503757","Дооталиев көчөсү","","","yes","ул. Дооталиев","Dootaliev St.","accepted"
"KG","kant","street","Дорожный переулок","way:194895481","Дорожный переулок","","","yes","пер. Дорожный","Dorozhnyy Ln.","accepted"
"KG","kant","street","Достук көчөсү","way:180702675;way:180702714","Достук көчөсү","","","yes","ул. Достук","Dostuk St.","accepted"
"KG","kant","street","Дүйшөмбү көчөсү","way:192864578;way:192864579","Дүйшөмбү көчөсү","","","yes","ул. Дүйшөмбү","Duyshombu St.","accepted"
"KG","kant","street","Есез Арли көчөсү","way:52490873","Есез Арли көчөсү","","","yes","ул. Есез Арли","Esez Arli St.","accepted"
"KG","kant","street","Жайылма көчөсү","way:52445683","Жайылма көчөсү","","","yes","ул. Жайылма","Zhayylma St.","accepted"
"KG","kant","street","Жакыпов көчөсү","way:52441560","Жакыпов көчөсү","","","yes","ул. Жакыпов","Zhakypov St.","accepted"
"KG","kant","street","Жаңы көчөсү","way:62229455","Жаңы көчөсү","","","yes","ул. Жаңы","Zhangy St.","accepted"
"KG","kant","street","Жаңы курулуш көчөсү","way:848858422","Жаңы курулуш көчөсү | Новостройка көчөсү","","","yes","ул. Жаңы курулуш | ул. Новостройка","Zhangy kurulush St. | Novostroyka St.","accepted"
"KG","kant","street","Жаңы Токмок көчөсү","way:180702666","Жаңы Токмок көчөсү","","","yes","ул. Жаңы Токмок","Zhangy Tokmok St.","accepted"
"KG","kant","street","Жаңы Токмок тар көчөсү","way:180702712","Жаңы Токмок тар көчөсү","","","yes","ул. Жаңы Токмок тар","Zhangy Tokmok tar St.","accepted"
"KG","kant","street","Жаңы-Турмуш көчөсү","way:456177554","Жаңы-Турмуш көчөсү","","","yes","ул. Жаңы-Турмуш","Zhangy-Turmush St.","accepted"
"KG","kant","street","Жаш Гвардия көчөсү","way:194878663;way:79549390;way:912831245","Жаш Гвардия көчөсү","","","yes","ул. Жаш Гвардия","Zhash Gvardiya St.","accepted"
"KG","kant","street","Жаштык көчөсү","way:197474678;way:451339269;way:451726042;way:52504102","Жаштык көчөсү","","","yes","ул. Жаштык","Zhashtyk St.","accepted"
"KG","kant","street","Жаштык тар көчөсү","way:180702710;way:52445714","Жаштык тар көчөсү","","","yes","ул. Жаштык тар","Zhashtyk tar St.","accepted"
"KG","kant","street","Жашыл көчөсү","way:180702726;way:456177556;way:52490895;way:892398380","Жашыл көчөсү","","","yes","ул. Жашыл","Zhashyl St.","accepted"
"KG","kant","street","Жданов көчөсү","way:52441552;way:849118712","Жданов көчөсү","","","yes","ул. Жданов","Zhdanov St.","accepted"
"KG","kant","street","Жданова улица","way:186531984","Жданов көчөсү | Жданова улица","","","yes","ул. Жданов | ул. Жданова","Zhdanov St. | Zhdanova St.","accepted"
"KG","kant","street","Железнодорожная улица","way:52445684;way:852699598","Железнодорожная улица","","","yes","ул. Железнодорожная","Zheleznodorozhnaya St.","accepted"
"KG","kant","street","Жеңиш көчөсү","way:132503736;way:52445695;way:52504060","Жеңиш көчөсү","","","yes","ул. Жеңиш","Zhengish St.","accepted"
"KG","kant","street","Жибек-Жолу улица","way:913077013","Жибек-Жолу улица","","","yes","ул. Жибек-Жолу","Zhibek-Zholu St.","accepted"
"KG","kant","street","Жээнбай Райкеев көчөсү","way:180702671","Жээнбай Райкеев көчөсү","","","yes","ул. Жээнбай Райкеев","Zheenbay Raykeev St.","accepted"
"KG","kant","street","Забайкальская","way:52445682;way:885703855","Забайкальская","","","yes","Забайкальская","Zabaykalskaya","accepted"
"KG","kant","street","Западная улица","way:52578015","Западная улица","","","yes","ул. Западная","Zapadnaya St.","accepted"
"KG","kant","street","Заречная улица","way:52441540;way:52566402","Заречная улица","","","yes","ул. Заречная","Zarechnaya St.","accepted"
"KG","kant","street","Зубков көчөсү","way:1207671185;way:52426341","Зубков көчөсү","","","yes","ул. Зубков","Zubkov St.","accepted"
"KG","kant","street","Зубкова улица","way:1218174865","Зубкова улица","","","yes","ул. Зубкова","Zubkova St.","accepted"
"KG","kant","street","Иваницын көчөсү","way:186531989","Иваницын көчөсү","","","yes","ул. Иваницын","Ivanitsyn St.","accepted"
"KG","kant","street","Интернациональный переулок","way:194873573","Интернациональный переулок","","","yes","пер. Интернациональный","Internatsionalnyy Ln.","accepted"
"KG","kant","street","Исаков көчөсү","way:180702668","Исаков көчөсү","","","yes","ул. Исаков","Isakov St.","accepted"
"KG","kant","street","Исакова улица","way:180702687","Исакова улица","","","yes","ул. Исакова","Isakova St.","accepted"
"KG","kant","street","Иссык-Кульский переулок","way:134399951","Иссык-Кульский переулок","","","yes","пер. Иссык-Кульский","Issyk-Kulskiy Ln.","accepted"
"KG","kant","street","Ишенбаева улица","way:367941186","Ишенбаева улица","","","yes","ул. Ишенбаева","Ishenbaeva St.","accepted"
"KG","kant","street","Казакстан тар көчөсү","way:852699600","Казакстан тар көчөсү","","","yes","ул. Казакстан тар","Kazakstan tar St.","accepted"
"KG","kant","street","Калинин көчөсү","way:373854191;way:52473854;way:52578034;way:849118711","Калинин көчөсү","","","yes","ул. Калинин","Kalinin St.","accepted"
"KG","kant","street","Калинин тар көчөсү","way:52445685","Калинин тар көчөсү","","","yes","ул. Калинин тар","Kalinin tar St.","accepted"
"KG","kant","street","Калинина улица","way:52441548","Калинин көчөсү | Калинина улица","","","yes","ул. Калинин | ул. Калинина","Kalinin St. | Kalinina St.","accepted"
"KG","kant","street","Кара-Суу көчөсү","way:52426331","Кара-Суу көчөсү","","","yes","ул. Кара-Суу","Kara-Suu St.","accepted"
"KG","kant","street","Карл Маркс көчөсү","way:197339919;way:52426336","Карл Маркс көчөсү","","","yes","ул. Карл Маркс","Karl Marks St.","accepted"
"KG","kant","street","Келечек көчөсү","way:1553252743","Келечек көчөсү","","","yes","ул. Келечек","Kelechek St.","accepted"
"KG","kant","street","Кенжебай Казабаев көчөсү","way:192864199","Кенжебай Казабаев көчөсү","","","yes","ул. Кенжебай Казабаев","Kenzhebay Kazabaev St.","accepted"
"KG","kant","street","Киев көчөсү","way:194895482","Киев көчөсү","","","yes","ул. Киев","Kiev St.","accepted"
"KG","kant","street","Киров көчөсү","way:180702663;way:192890384;way:192890385;way:198399771;way:451339266;way:52445742;way:62229463","Киров көчөсү","","","yes","ул. Киров","Kirov St.","accepted"
"KG","kant","street","Кирпичная улица","way:52578052","Кирпичная улица","","","yes","ул. Кирпичная","Kirpichnaya St.","accepted"
"KG","kant","street","Кирпичный переулок","way:52445701","Кирпичный переулок","","","yes","пер. Кирпичный","Kirpichnyy Ln.","accepted"
"KG","kant","street","Клубничная улица","way:183253774","Клубничная улица","","","yes","ул. Клубничная","Klubnichnaya St.","accepted"
"KG","kant","street","Клубничный переулок","way:186531975","Клубничный переулок","","","yes","пер. Клубничный","Klubnichnyy Ln.","accepted"
"KG","kant","street","Койчукеева улица","way:180702680","Койчукеева улица","","","yes","ул. Койчукеева","Koychukeeva St.","accepted"
"KG","kant","street","Колхозная улица","way:52445673","Колхозная улица","","","yes","ул. Колхозная","Kolkhoznaya St.","accepted"
"KG","kant","street","Колхозный переулок","way:52445738","Колхозный переулок","","","yes","пер. Колхозный","Kolkhoznyy Ln.","accepted"
"KG","kant","street","Комаров көчөсү","way:52445697;way:540590783","Комаров көчөсү","","","yes","ул. Комаров","Komarov St.","accepted"
"KG","kant","street","Коммунальный переулок","way:326050129;way:414851996","Коммунальный переулок","","","yes","пер. Коммунальный","Kommunalnyy Ln.","accepted"
"KG","kant","street","Коммунист тар көчөсү","way:194875966","Коммунист тар көчөсү","","","yes","ул. Коммунист тар","Kommunist tar St.","accepted"
"KG","kant","street","Комсомол көчөсү","way:52445710;way:99276893","Комсомол көчөсү","","","yes","ул. Комсомол","Komsomol St.","accepted"
"KG","kant","street","Котовского улица","way:183253773","Котовского улица","","","yes","ул. Котовского","Kotovskogo St.","accepted"
"KG","kant","street","Кочкорбаев көчөсү","way:180702692","Кочкорбаев көчөсү","","","yes","ул. Кочкорбаев","Kochkorbaev St.","accepted"
"KG","kant","street","Крепостной переулок","way:197474139","Крепостной переулок","","","yes","пер. Крепостной","Krepostnoy Ln.","accepted"
"KG","kant","street","Кривощёков көчөсү","way:455236294","Кривощёков көчөсү","","","yes","ул. Кривощёков","Krivoshchyokov St.","accepted"
"KG","kant","street","Куйбышев көчөсү","way:188216240;way:194888297;way:52441549;way:52441578;way:849117802","Куйбышев көчөсү","","","yes","ул. Куйбышев","Kuybyshev St.","accepted"
"KG","kant","street","Куренкеева улица","way:1184497112;way:1184497113;way:361506295;way:361506296;way:52445681","Куренкеев көчөсү | Куренкеева улица","","","yes","ул. Куренкеев | ул. Куренкеева","Kurenkeev St. | Kurenkeeva St.","accepted"
"KG","kant","street","Куттубек Тагаев көчөсү","way:52445721;way:885703857","Куттубек Тагаев көчөсү | улица Куттубека Тагаева","","","yes","ул. Куттубек Тагаев | ул. Куттубека Тагаева","Kuttubek Tagaev St. | Kuttubeka Tagaeva St.","accepted"
"KG","kant","street","Кутузов көчөсү","way:52426344;way:52490891","Кутузов көчөсү","","","yes","ул. Кутузов","Kutuzov St.","accepted"
"KG","kant","street","Күрөңкеев көчөсү","way:29462351","Күрөңкеев көчөсү","","","yes","ул. Күрөңкеев","Kurongkeev St.","accepted"
"KG","kant","street","Кызыл Армия көчөсү","way:52445694","Красноармейский көчөсү | Кызыл Армия көчөсү","","","yes","ул. Красноармейский | ул. Кызыл Армия","Krasnoarmeyskiy St. | Kyzyl Armiya St.","accepted"
"KG","kant","street","Кыргыз көчөсү","way:52445693","Кыргыз көчөсү","","","yes","ул. Кыргыз","Kyrgyz St.","accepted"
"KG","kant","street","Кычан Жакыпов көчөсү","way:132503765;way:192864187;way:192864188;way:192864189;way:192864190;way:192864196;way:192864197;way:456177540","Кычан Жакыпов көчөсү","","","yes","ул. Кычан Жакыпов","Kychan Zhakypov St.","accepted"
"KG","kant","street","Ленин тар көчөсү","way:452974897","Ленин тар көчөсү","","","yes","ул. Ленин тар","Lenin tar St.","accepted"
"KG","kant","street","Ленинградская улица","way:134399957","Ленинград көчөсү | Ленинградская улица","","","yes","ул. Ленинград | ул. Ленинградская","Leningrad St. | Leningradskaya St.","accepted"
"KG","kant","street","Лермонтов көчөсү","way:52445736;way:52578047","Лермонтов көчөсү","","","yes","ул. Лермонтов","Lermontov St.","accepted"
"KG","kant","street","Логвиненко көчөсү","way:52426316;way:52578033;way:52578040;way:52578064","Логвиненко көчөсү","","","yes","ул. Логвиненко","Logvinenko St.","accepted"
"KG","kant","street","Ломоносов көчөсү","way:180702689","Ломоносов көчөсү","","","yes","ул. Ломоносов","Lomonosov St.","accepted"
"KG","kant","street","Ломоносов тар көчөсү","way:52445705","Ломоносов тар көчөсү","","","yes","ул. Ломоносов тар","Lomonosov tar St.","accepted"
"KG","kant","street","Луговая улица","way:52578032","Луговая улица","","","yes","ул. Луговая","Lugovaya St.","accepted"
"KG","kant","street","Лущихина улица","way:52445748","Лущихина улица","","","yes","ул. Лущихина","Lushchikhina St.","accepted"
"KG","kant","street","Максим Горький көчөсү","way:1089660841;way:52426317;way:52426322;way:52445698","Максим Горький көчөсү","","","yes","ул. Максим Горький","Maksim Gorkiy St.","accepted"
"KG","kant","street","Максима Горького улица","way:1089660842","Максим Горький көчөсү | Максима Горького улица","","","yes","ул. Максим Горький | ул. Максима Горького","Maksim Gorkiy St. | Maksima Gorkogo St.","accepted"
"KG","kant","street","Максутова улица","way:180702699;way:451339244","Максутова улица","","","yes","ул. Максутова","Maksutova St.","accepted"
"KG","kant","street","Маликов көчөсү","way:52426314","Маликов көчөсү","","","yes","ул. Маликов","Malikov St.","accepted"
"KG","kant","street","Марковский көчөсү","way:52441545;way:52445687","Марковский көчөсү","","","yes","ул. Марковский","Markovskiy St.","accepted"
"KG","kant","street","Масанчин көчөсү","way:451726051","Масанчин көчөсү","","","yes","ул. Масанчин","Masanchin St.","accepted"
"KG","kant","street","Масанчы көчөсү","way:52504085","Масанчы көчөсү","","","yes","ул. Масанчы","Masanchy St.","accepted"
"KG","kant","street","Маслянов тар көчөсү","way:52490876","Маслянов тар көчөсү","","","yes","ул. Маслянов тар","Maslyanov tar St.","accepted"
"KG","kant","street","Матросов көчөсү","way:186534183","Матросов көчөсү","","","yes","ул. Матросов","Matrosov St.","accepted"
"KG","kant","street","Маяковского","way:52566385","Маяковского","","","yes","Маяковского","Mayakovskogo","accepted"
"KG","kant","street","Мейманов көчөсү","way:132503760","Мейманов көчөсү","","","yes","ул. Мейманов","Meymanov St.","accepted"
"KG","kant","street","Мектеп тар көчөсү","way:422985534;way:422985535;way:52490878;way:52504095","Мектеп тар көчөсү","","","yes","ул. Мектеп тар","Mektep tar St.","accepted"
"KG","kant","street","Мелентан улица","way:1475475293","Мелентан улица","","","yes","ул. Мелентан","Melentan St.","accepted"
"KG","kant","street","Меркулов көчөсү","way:52445717","Меркулов көчөсү","","","yes","ул. Меркулов","Merkulov St.","accepted"
"KG","kant","street","Микоян көчөсү","way:52441553","Микоян көчөсү","","","yes","ул. Микоян","Mikoyan St.","accepted"
"KG","kant","street","Милянтан көчөсү","way:451726027","Милянтан көчөсү","","","yes","ул. Милянтан","Milyantan St.","accepted"
"KG","kant","street","Мира улица","way:52578035","Мира улица","","","yes","ул. Мира","Mira St.","accepted"
"KG","kant","street","Мичурина переулок","way:161270784","Мичурина переулок","","","yes","пер. Мичурина","Michurina Ln.","accepted"
"KG","kant","street","Молодёжная улица","way:451339268;way:53063445","Молодёжная улица","","","yes","ул. Молодёжная","Molodyozhnaya St.","accepted"
"KG","kant","street","Морозов көчөсү","way:52445704","Морозов көчөсү","","","yes","ул. Морозов","Morozov St.","accepted"
"KG","kant","street","Москва көчөсү","way:52445679","Москва көчөсү","","","yes","ул. Москва","Moskva St.","accepted"
"KG","kant","street","МПС улица","way:361515815","МПС улица","","","yes","ул. МПС","MPS St.","accepted"
"KG","kant","street","Набережная улица","way:185742404;way:451339270","Набережная улица","","","yes","ул. наб.","Naberezhnaya St.","accepted"
"KG","kant","street","Нальчик көчөсү","way:52473840;way:52473842;way:52473851","Нальчик көчөсү","","","yes","ул. Нальчик","Nalchik St.","accepted"
"KG","kant","street","Нахимов көчөсү","way:186531987","Нахимов көчөсү","","","yes","ул. Нахимов","Nakhimov St.","accepted"
"KG","kant","street","Некрасов көчөсү","way:52441558;way:52441573","Некрасов көчөсү","","","yes","ул. Некрасов","Nekrasov St.","accepted"
"KG","kant","street","Никитушкин көчөсү","way:451339271","Никитушкин көчөсү","","","yes","ул. Никитушкин","Nikitushkin St.","accepted"
"KG","kant","street","Ниязалиев көчөсү","way:197316981","Ниязалиев көчөсү","","","yes","ул. Ниязалиев","Niyazaliev St.","accepted"
"KG","kant","street","Новая Линейная улица","way:163051360","Новая Линейная улица","","","yes","ул. Новая Линейная","Novaya Lineynaya St.","accepted"
"KG","kant","street","Новая улица","way:62229459","Новая улица","","","yes","ул. Новая","Novaya St.","accepted"
"KG","kant","street","Озерная улица","way:451339272","Озерная улица","","","yes","ул. Озерная","Ozernaya St.","accepted"
"KG","kant","street","Октябрь көчөсү","way:361506434;way:52441569","Октябрь көчөсү | Октябрьский көчөсү","","","yes","ул. Октябрь | ул. Октябрьский","Oktyabr St. | Oktyabrskiy St.","accepted"
"KG","kant","street","Октябрьская улица","way:180702670","Октябрьская улица","","","yes","ул. Октябрьская","Oktyabrskaya St.","accepted"
"KG","kant","street","Орджоникидзе көчөсү","way:194873926;way:194875345","Орджоникидзе көчөсү","","","yes","ул. Орджоникидзе","Ordzhonikidze St.","accepted"
"KG","kant","street","Орозов көчөсү","way:186534175","Орозов көчөсү","","","yes","ул. Орозов","Orozov St.","accepted"
"KG","kant","street","Осмонов көчөсү","way:180702682;way:892398374","Осмонов көчөсү","","","yes","ул. Осмонов","Osmonov St.","accepted"
"KG","kant","street","Островский көчөсү","way:52445732","Островский көчөсү","","","yes","ул. Островский","Ostrovskiy St.","accepted"
